round,trial,score,vs_left,action,win_probability,win_low,win_high,conv_low,conv_high
1,1,10,1,large,0.2244680699269948,70.0,100.0,,
1,1,10,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,10,2,small,0.22446806992699478,70.0,100.0,,
1,1,10,2,large,0.2244680699269948,70.0,100.0,,
1,1,10,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,10,3,small,0.22446806992699478,70.0,100.0,,
1,1,10,3,large,0.2244680699269948,70.0,100.0,,
1,1,10,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,11,0,small,0.22446806992699478,70.0,100.0,,
1,1,11,0,large,0.2244680699269948,70.0,100.0,,
1,1,11,1,small,0.22446806992699478,70.0,100.0,,
1,1,11,1,large,0.2244680699269948,70.0,100.0,,
1,1,11,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,11,2,small,0.22446806992699478,70.0,100.0,,
1,1,11,2,large,0.2244680699269948,70.0,100.0,,
1,1,11,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,11,3,small,0.22446806992699478,70.0,100.0,,
1,1,11,3,large,0.2244680699269948,70.0,100.0,,
1,1,11,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,12,0,small,0.22446806992699478,70.0,100.0,,
1,1,12,0,large,0.2244680699269948,70.0,100.0,,
1,1,12,1,small,0.22446806992699478,70.0,100.0,,
1,1,12,1,large,0.2244680699269948,70.0,100.0,,
1,1,12,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,12,2,small,0.22446806992699478,70.0,100.0,,
1,1,12,2,large,0.2244680699269948,70.0,100.0,,
1,1,12,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,12,3,small,0.22446806992699478,70.0,100.0,,
1,1,12,3,large,0.2244680699269948,70.0,100.0,,
1,1,12,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,13,0,small,0.22446806992699478,70.0,100.0,,
1,1,13,0,large,0.2244680699269948,70.0,100.0,,
1,1,13,1,small,0.22446806992699478,70.0,100.0,,
1,1,13,1,large,0.2244680699269948,70.0,100.0,,
1,1,13,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,13,2,small,0.22446806992699478,70.0,100.0,,
1,1,13,2,large,0.2244680699269948,70.0,100.0,,
1,1,13,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,13,3,small,0.22446806992699478,70.0,100.0,,
1,1,13,3,large,0.2244680699269948,70.0,100.0,,
1,1,13,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,14,0,small,0.22446806992699478,70.0,100.0,,
1,1,14,0,large,0.2244680699269948,70.0,100.0,,
1,1,14,1,small,0.22446806992699478,70.0,100.0,,
1,1,14,1,large,0.2244680699269948,70.0,100.0,,
1,1,14,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,14,2,small,0.22446806992699478,70.0,100.0,,
1,1,14,2,large,0.2244680699269948,70.0,100.0,,
1,1,14,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,14,3,small,0.22446806992699478,70.0,100.0,,
1,1,14,3,large,0.2244680699269948,70.0,100.0,,
1,1,14,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,15,0,small,0.22446806992699478,70.0,100.0,,
1,1,15,0,large,0.2244680699269948,70.0,100.0,,
1,1,15,1,small,0.22446806992699478,70.0,100.0,,
1,1,15,1,large,0.2244680699269948,70.0,100.0,,
1,1,15,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,15,2,small,0.22446806992699478,70.0,100.0,,
1,1,15,2,large,0.2244680699269948,70.0,100.0,,
1,1,15,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,15,3,small,0.22446806992699478,70.0,100.0,,
1,1,15,3,large,0.2244680699269948,70.0,100.0,,
1,1,15,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,16,0,small,0.22446806992699478,70.0,100.0,,
1,1,16,0,large,0.2244680699269948,70.0,100.0,,
1,1,16,1,small,0.22446806992699478,70.0,100.0,,
1,1,16,1,large,0.2244680699269948,70.0,100.0,,
1,1,16,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,16,2,small,0.22446806992699478,70.0,100.0,,
1,1,16,2,large,0.2244680699269948,70.0,100.0,,
1,1,16,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,16,3,small,0.22446806992699478,70.0,100.0,,
1,1,16,3,large,0.2244680699269948,70.0,100.0,,
1,1,16,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,17,0,small,0.22446806992699478,70.0,100.0,,
1,1,17,0,large,0.2244680699269948,70.0,100.0,,
1,1,17,1,small,0.22446806992699478,70.0,100.0,,
1,1,17,1,large,0.2244680699269948,70.0,100.0,,
1,1,17,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,17,2,small,0.22446806992699478,70.0,100.0,,
1,1,17,2,large,0.2244680699269948,70.0,100.0,,
1,1,17,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,17,3,small,0.22446806992699478,70.0,100.0,,
1,1,17,3,large,0.2244680699269948,70.0,100.0,,
1,1,17,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,18,0,small,0.22446806992699478,70.0,100.0,,
1,1,18,0,large,0.2244680699269948,70.0,100.0,,
1,1,18,1,small,0.22446806992699478,70.0,100.0,,
1,1,18,1,large,0.2244680699269948,70.0,100.0,,
1,1,18,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,18,2,small,0.22446806992699478,70.0,100.0,,
1,1,18,2,large,0.2244680699269948,70.0,100.0,,
1,1,18,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,18,3,small,0.22446806992699478,70.0,100.0,,
1,1,18,3,large,0.2244680699269948,70.0,100.0,,
1,1,18,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,19,0,small,0.22446806992699475,70.0,100.0,,
1,1,19,0,large,0.2244680699269948,70.0,100.0,,
1,1,19,1,small,0.22446806992699478,70.0,100.0,,
1,1,19,1,large,0.2244680699269948,70.0,100.0,,
1,1,19,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,19,2,small,0.22446806992699478,70.0,100.0,,
1,1,19,2,large,0.2244680699269948,70.0,100.0,,
1,1,19,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,19,3,small,0.22446806992699478,70.0,100.0,,
1,1,19,3,large,0.2244680699269948,70.0,100.0,,
1,1,19,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,20,0,small,0.22446806992699475,70.0,100.0,,
1,1,20,0,large,0.2244680699269948,70.0,100.0,,
1,1,20,1,small,0.22446806992699478,70.0,100.0,,
1,1,20,1,large,0.2244680699269948,70.0,100.0,,
1,1,20,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,20,2,small,0.22446806992699478,70.0,100.0,,
1,1,20,2,large,0.2244680699269948,70.0,100.0,,
1,1,20,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,20,3,small,0.22446806992699478,70.0,100.0,,
1,1,20,3,large,0.2244680699269948,70.0,100.0,,
1,1,20,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,21,0,small,0.22446806992699472,70.0,100.0,,
1,1,21,0,large,0.2244680699269948,70.0,100.0,,
1,1,21,1,small,0.22446806992699478,70.0,100.0,,
1,1,21,1,large,0.2244680699269948,70.0,100.0,,
1,1,21,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,21,2,small,0.22446806992699478,70.0,100.0,,
1,1,21,2,large,0.2244680699269948,70.0,100.0,,
1,1,21,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,21,3,small,0.22446806992699478,70.0,100.0,,
1,1,21,3,large,0.2244680699269948,70.0,100.0,,
1,1,21,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,22,0,small,0.22446806992699472,70.0,100.0,,
1,1,22,0,large,0.2244680699269948,70.0,100.0,,
1,1,22,1,small,0.22446806992699478,70.0,100.0,,
1,1,22,1,large,0.2244680699269948,70.0,100.0,,
1,1,22,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,22,2,small,0.22446806992699478,70.0,100.0,,
1,1,22,2,large,0.2244680699269948,70.0,100.0,,
1,1,22,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,22,3,small,0.22446806992699478,70.0,100.0,,
1,1,22,3,large,0.2244680699269948,70.0,100.0,,
1,1,22,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,23,0,small,0.2244680699269947,70.0,100.0,,
1,1,23,0,large,0.2244680699269948,70.0,100.0,,
1,1,23,1,small,0.22446806992699478,70.0,100.0,,
1,1,23,1,large,0.2244680699269948,70.0,100.0,,
1,1,23,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,23,2,small,0.22446806992699478,70.0,100.0,,
1,1,23,2,large,0.2244680699269948,70.0,100.0,,
1,1,23,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,23,3,small,0.22446806992699478,70.0,100.0,,
1,1,23,3,large,0.2244680699269948,70.0,100.0,,
1,1,23,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,24,0,small,0.2244680699269947,70.0,100.0,,
1,1,24,0,large,0.2244680699269948,70.0,100.0,,
1,1,24,1,small,0.22446806992699478,70.0,100.0,,
1,1,24,1,large,0.2244680699269948,70.0,100.0,,
1,1,24,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,24,2,small,0.22446806992699478,70.0,100.0,,
1,1,24,2,large,0.2244680699269948,70.0,100.0,,
1,1,24,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,24,3,small,0.22446806992699478,70.0,100.0,,
1,1,24,3,large,0.2244680699269948,70.0,100.0,,
1,1,24,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,25,0,small,0.2244680699269947,70.0,100.0,,
1,1,25,0,large,0.2244680699269948,70.0,100.0,,
1,1,25,1,small,0.22446806992699475,70.0,100.0,,
1,1,25,1,large,0.2244680699269948,70.0,100.0,,
1,1,25,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,25,2,small,0.22446806992699475,70.0,100.0,,
1,1,25,2,large,0.2244680699269948,70.0,100.0,,
1,1,25,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,25,3,small,0.22446806992699478,70.0,100.0,,
1,1,25,3,large,0.2244680699269948,70.0,100.0,,
1,1,25,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,26,0,small,0.2244680699269947,70.0,100.0,,
1,1,26,0,large,0.2244680699269948,70.0,100.0,,
1,1,26,1,small,0.22446806992699475,70.0,100.0,,
1,1,26,1,large,0.2244680699269948,70.0,100.0,,
1,1,26,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,26,2,small,0.22446806992699475,70.0,100.0,,
1,1,26,2,large,0.2244680699269948,70.0,100.0,,
1,1,26,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,26,3,small,0.22446806992699478,70.0,100.0,,
1,1,26,3,large,0.2244680699269948,70.0,100.0,,
1,1,26,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,27,0,small,0.2244680699269947,70.0,100.0,,
1,1,27,0,large,0.2244680699269948,70.0,100.0,,
1,1,27,1,small,0.22446806992699472,70.0,100.0,,
1,1,27,1,large,0.2244680699269948,70.0,100.0,,
1,1,27,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,27,2,small,0.22446806992699475,70.0,100.0,,
1,1,27,2,large,0.2244680699269948,70.0,100.0,,
1,1,27,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,27,3,small,0.22446806992699478,70.0,100.0,,
1,1,27,3,large,0.2244680699269948,70.0,100.0,,
1,1,27,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,28,0,small,0.2244680699269947,70.0,100.0,,
1,1,28,0,large,0.2244680699269948,70.0,100.0,,
1,1,28,1,small,0.22446806992699472,70.0,100.0,,
1,1,28,1,large,0.2244680699269948,70.0,100.0,,
1,1,28,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,28,2,small,0.22446806992699475,70.0,100.0,,
1,1,28,2,large,0.2244680699269948,70.0,100.0,,
1,1,28,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,28,3,small,0.22446806992699478,70.0,100.0,,
1,1,28,3,large,0.2244680699269948,70.0,100.0,,
1,1,28,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,29,0,small,0.2244680699269947,70.0,100.0,,
1,1,29,0,large,0.2244680699269948,70.0,100.0,,
1,1,29,1,small,0.22446806992699472,70.0,100.0,,
1,1,29,1,large,0.2244680699269948,70.0,100.0,,
1,1,29,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,29,2,small,0.22446806992699475,70.0,100.0,,
1,1,29,2,large,0.2244680699269948,70.0,100.0,,
1,1,29,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,29,3,small,0.22446806992699478,70.0,100.0,,
1,1,29,3,large,0.2244680699269948,70.0,100.0,,
1,1,29,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,30,0,small,0.2244680699269947,70.0,100.0,,
1,1,30,0,large,0.22446806992699478,70.0,100.0,,
1,1,30,1,small,0.22446806992699472,70.0,100.0,,
1,1,30,1,large,0.2244680699269948,70.0,100.0,,
1,1,30,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,30,2,small,0.22446806992699475,70.0,100.0,,
1,1,30,2,large,0.2244680699269948,70.0,100.0,,
1,1,30,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,30,3,small,0.22446806992699478,70.0,100.0,,
1,1,30,3,large,0.2244680699269948,70.0,100.0,,
1,1,30,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,31,0,small,0.22446806992699472,70.0,100.0,,
1,1,31,0,large,0.22446806992699478,70.0,100.0,,
1,1,31,1,small,0.22446806992699475,70.0,100.0,,
1,1,31,1,large,0.2244680699269948,70.0,100.0,,
1,1,31,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,31,2,small,0.22446806992699478,70.0,100.0,,
1,1,31,2,large,0.2244680699269948,70.0,100.0,,
1,1,31,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,31,3,small,0.22446806992699478,70.0,100.0,,
1,1,31,3,large,0.2244680699269948,70.0,100.0,,
1,1,31,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,32,0,small,0.22446806992699472,70.0,100.0,,
1,1,32,0,large,0.22446806992699478,70.0,100.0,,
1,1,32,1,small,0.22446806992699475,70.0,100.0,,
1,1,32,1,large,0.2244680699269948,70.0,100.0,,
1,1,32,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,32,2,small,0.22446806992699478,70.0,100.0,,
1,1,32,2,large,0.2244680699269948,70.0,100.0,,
1,1,32,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,32,3,small,0.22446806992699478,70.0,100.0,,
1,1,32,3,large,0.2244680699269948,70.0,100.0,,
1,1,32,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,33,0,small,0.22446806992699475,70.0,100.0,,
1,1,33,0,large,0.22446806992699478,70.0,100.0,,
1,1,33,1,small,0.22446806992699478,70.0,100.0,,
1,1,33,1,large,0.2244680699269948,70.0,100.0,,
1,1,33,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,33,2,small,0.22446806992699478,70.0,100.0,,
1,1,33,2,large,0.2244680699269948,70.0,100.0,,
1,1,33,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,33,3,small,0.22446806992699478,70.0,100.0,,
1,1,33,3,large,0.2244680699269948,70.0,100.0,,
1,1,33,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,34,0,small,0.22446806992699475,70.0,100.0,,
1,1,34,0,large,0.22446806992699478,70.0,100.0,,
1,1,34,1,small,0.22446806992699475,70.0,100.0,,
1,1,34,1,large,0.2244680699269948,70.0,100.0,,
1,1,34,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,34,2,small,0.22446806992699475,70.0,100.0,,
1,1,34,2,large,0.2244680699269948,70.0,100.0,,
1,1,34,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,34,3,small,0.22446806992699478,70.0,100.0,,
1,1,34,3,large,0.2244680699269948,70.0,100.0,,
1,1,34,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,35,0,small,0.22446806992699475,70.0,100.0,,
1,1,35,0,large,0.22446806992699478,70.0,100.0,,
1,1,35,1,small,0.22446806992699475,70.0,100.0,,
1,1,35,1,large,0.2244680699269948,70.0,100.0,,
1,1,35,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,35,2,small,0.22446806992699475,70.0,100.0,,
1,1,35,2,large,0.2244680699269948,70.0,100.0,,
1,1,35,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,35,3,small,0.22446806992699478,70.0,100.0,,
1,1,35,3,large,0.2244680699269948,70.0,100.0,,
1,1,35,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,36,0,small,0.22446806992699475,70.0,100.0,,
1,1,36,0,large,0.22446806992699478,70.0,100.0,,
1,1,36,1,small,0.22446806992699475,70.0,100.0,,
1,1,36,1,large,0.22446806992699478,70.0,100.0,,
1,1,36,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,36,2,small,0.22446806992699475,70.0,100.0,,
1,1,36,2,large,0.22446806992699478,70.0,100.0,,
1,1,36,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,36,3,small,0.22446806992699478,70.0,100.0,,
1,1,36,3,large,0.2244680699269948,70.0,100.0,,
1,1,36,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,37,0,small,0.22446806992699475,70.0,100.0,,
1,1,37,0,large,0.22446806992699478,70.0,100.0,,
1,1,37,1,small,0.22446806992699475,70.0,100.0,,
1,1,37,1,large,0.22446806992699478,70.0,100.0,,
1,1,37,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,37,2,small,0.22446806992699478,70.0,100.0,,
1,1,37,2,large,0.22446806992699478,70.0,100.0,,
1,1,37,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,37,3,small,0.22446806992699478,70.0,100.0,,
1,1,37,3,large,0.2244680699269948,70.0,100.0,,
1,1,37,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,38,0,small,0.22446806992699475,70.0,100.0,,
1,1,38,0,large,0.22446806992699478,70.0,100.0,,
1,1,38,1,small,0.22446806992699475,70.0,100.0,,
1,1,38,1,large,0.22446806992699478,70.0,100.0,,
1,1,38,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,38,2,small,0.22446806992699478,70.0,100.0,,
1,1,38,2,large,0.2244680699269948,70.0,100.0,,
1,1,38,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,38,3,small,0.22446806992699478,70.0,100.0,,
1,1,38,3,large,0.2244680699269948,70.0,100.0,,
1,1,38,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,39,0,small,0.22446806992699475,70.0,100.0,,
1,1,39,0,large,0.22446806992699478,70.0,100.0,,
1,1,39,1,small,0.22446806992699478,70.0,100.0,,
1,1,39,1,large,0.22446806992699478,70.0,100.0,,
1,1,39,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,39,2,small,0.22446806992699478,70.0,100.0,,
1,1,39,2,large,0.2244680699269948,70.0,100.0,,
1,1,39,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,39,3,small,0.22446806992699478,70.0,100.0,,
1,1,39,3,large,0.2244680699269948,70.0,100.0,,
1,1,39,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,40,0,small,0.22446806992699475,70.0,100.0,,
1,1,40,0,large,0.22446806992699478,70.0,100.0,,
1,1,40,1,small,0.22446806992699478,70.0,100.0,,
1,1,40,1,large,0.2244680699269948,70.0,100.0,,
1,1,40,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,40,2,small,0.22446806992699478,70.0,100.0,,
1,1,40,2,large,0.2244680699269948,70.0,100.0,,
1,1,40,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,40,3,small,0.22446806992699478,70.0,100.0,,
1,1,40,3,large,0.2244680699269948,70.0,100.0,,
1,1,40,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,41,0,small,0.22446806992699478,70.0,100.0,,
1,1,41,0,large,0.22446806992699478,70.0,100.0,,
1,1,41,1,small,0.22446806992699478,70.0,100.0,,
1,1,41,1,large,0.2244680699269948,70.0,100.0,,
1,1,41,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,41,2,small,0.22446806992699478,70.0,100.0,,
1,1,41,2,large,0.2244680699269948,70.0,100.0,,
1,1,41,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,41,3,small,0.22446806992699478,70.0,100.0,,
1,1,41,3,large,0.2244680699269948,70.0,100.0,,
1,1,41,3,very_small,0.22446806992699478,70.0,100.0,,
1,1,42,0,small,0.22446806992699478,70.0,100.0,,
1,1,42,0,large,0.2244680699269948,70.0,100.0,,
1,1,42,1,small,0.22446806992699478,70.0,100.0,,
1,1,42,1,large,0.2244680699269948,70.0,100.0,,
1,1,42,1,very_small,0.22446806992699478,70.0,100.0,,
1,1,42,2,small,0.22446806992699478,70.0,100.0,,
1,1,42,2,large,0.2244680699269948,70.0,100.0,,
1,1,42,2,very_small,0.22446806992699478,70.0,100.0,,
1,1,42,3,small,0.22446806992699478,70.0,100.0,,
